StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
2025-05-14 11:13:05,2025-05-14 11:14:20,IP Address,146.169.206.253,100,74,True,2025-05-14 11:14:20,R_2dfRNiN8bocgx8t,,,,,51.5113,-0.2714,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Computing,Second,Male,Cisgender,Gay,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:12:12,2025-05-14 11:15:20,IP Address,148.252.144.183,100,187,True,2025-05-14 11:15:20,R_80v2nP964B9DElz,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,EEE/EIE,First,Female,Cisgender,Bisexual,Yes,Every few months,"Spirits,Cider",Yes,I don't know/ unsure,"To get drunk,It's fun",,Yes,Vomitted,0-1,No,,,,,,,,,,,,,,,,,No,Marijuana,,None of the above,,"Cocaine (powder),Crack Cocaine,Methamphetamine,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc)",,,On Special Occasions,,No,To relax/ unwind,,,,17,18,Alcohol,,,290,320,297,248,,,,,,,,,,,,,,,,,Union Building,"Joint (pure marijuana, rolling paper),THC vape (Cart, Penjamins, etc)",No,No,,,Yes,"Dealer,Friend,Siblings",,Can arrange quick delivery,,Text,
2025-05-14 11:13:02,2025-05-14 11:15:52,IP Address,81.156.192.131,100,170,True,2025-05-14 11:15:53,R_8xz5KCos1U3HyXg,,,,,51.4223,-0.1984,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Mechanical Engineering,Second,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine",Yes,I don't know/ unsure,"Because my friends do,It's fun",,No,Vomitted,4-6,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,I have not had sex on drugs,18,,Alcohol,,,287,290,729,622,,,,,,,,,,,,,,,,,"Union Building,CAGB",,,,,,,,,,,,
2025-05-14 11:10:20,2025-05-14 11:17:01,IP Address,149.86.33.171,100,401,True,2025-05-14 11:17:02,R_2tmwwdawSjgNDpz,,,,,51.477,-0.1959,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Materials,Second,Male,Cisgender,Heterosexual,Yes,4-6 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Hungover,7-9,Socially,Cigarettes,"Pre–rolled, regular size (Straights),Pre–rolled, large size (Superkings)",Benson & Hedges,1-2,Yes,,,,,,,,,,,,I have successfully quit,Marijuana,,None of the above,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,Weekly,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery",,,,14,16,"Alcohol,Nicotine",,,279,276,358,765,1028,614,,,,,,,,,,,,,,,"Union Building,Dangoor Plaza,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",No,Yes,"Brownies/ baked goods,Gummies",,No,"Bumming off a friend,Friend,Siblings",,,,,
2025-05-14 11:03:22,2025-05-14 11:17:13,IP Address,146.179.86.167,100,830,True,2025-05-14 11:17:14,R_2jP0EE0HKBexBQX,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Mathematics,Third,Male,Cisgender,Queer,Yes,Fortnightly,"Beer,Spirits",Yes,Yes,"To get drunk,To relax,It's fun",,Yes,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,"Marijuana,Psilocybin",,"Marijuana,Psilocybin",,"Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc)",,"ketamine once (a friend had a really bad trip so it seems fun), LSD, nitrous oxide",Weekly,,No,"To relax/ unwind,To feel good,To enjoy yourself",,"Day before my birthday, had half an edible, saw everyone dying off one and decided to finish the pack (in my infinite wisdom). Was seeing flashing lights and shapes and was very nauseous, and was high for the next 36ish hours.",,17,18,"Alcohol,Nicotine",,,290,267,1040,503,1097,465,,,,,,,,,,,,,,,"Union Building,Prince's Gardens","Joint (pure marijuana, rolling paper)",No,Yes,"Brownies/ baked goods,Gummies",,No,"Friends dealer,Bumming off a friend",,,,,
2025-05-14 11:13:02,2025-05-14 11:17:46,IP Address,188.214.8.164,100,283,True,2025-05-14 11:17:46,R_2IhiEmLcJjVEEEh,,,,,51.5088,-0.093,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Geology/ Geophysics,Third,Male,Cisgender,Heterosexual,Yes,Monthly,"Beer,Wine,Spirits,Cider",Yes,I don't know/ unsure,"I like the taste,To get drunk,It's fun,OTHER",quench thirst,Yes,Vomitted,0-1,No,,,,,,,,,,,,,,,,,No,None of the above,,,,,,Marijuana,,No,,,,,I have not had sex on drugs,18,,Alcohol,,,1179,578,288,260,1081,771,,,,,,,,,,,,,,,"Union Building,Other",,,,,,,,,,,,
2025-05-14 11:13:02,2025-05-14 11:18:25,IP Address,146.169.200.148,100,322,True,2025-05-14 11:18:25,R_222CiL3P0Vw7HyQ,,,,,51.5113,-0.2714,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Medicine,First,Female,Cisgender,Bisexual,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,Yes,"To get drunk,To relax,It's fun",,Yes,Vomitted,10-12,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",OTHER,3-5,No,Disposable,NA,NA,The battery dies before I finish,,,,,,,,No,"Marijuana,Cocaine (powder),Ketamine",,,,Heroin,,NA,On Special Occasions,,No,"To enjoy yourself,To experience something different",,NA,,16,18,"Alcohol,Nicotine,Other Drugs",Ketamine,,302,248,,,,,,,,,,,,,,,,,,,Union Building,"Spliff (marijuana with tobacco, rolling paper)",No,No,,,No,Bumming off a friend,,,,,
2025-05-14 11:19:45,2025-05-14 11:23:49,IP Address,45.94.178.204,100,244,True,2025-05-14 11:23:50,R_2ebqknEj6kCjIug,,,,,51.477,-0.1959,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Biochemistry,Second,Female,Cisgender,Bisexual,Yes,4-6 times a week,"Beer,Wine,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,It's fun",,Yes,Vomitted,4-6,No,,,,,,,,,,,,,,,,,No,Marijuana,,None of the above,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",,,On Special Occasions,,No,To experience something different,,Greened out,,16,16,Alcohol,,,300,283,511,919,704,618,224,670,1184,494,746,746,,,,,,,,,"Union Building,SAF/ RCS,Sherfield/ Great Hall,CAGB,Other","Blunt (pure marijuana, cigar or tobacco leaf wrapping)",Yes,Yes,Gummies,,No,OTHER,Dispensary,,,,
2025-05-14 11:10:28,2025-05-14 11:25:16,IP Address,136.23.4.13,100,887,True,2025-05-14 11:25:16,R_8YgZ7BxBRUHbhpI,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Biochemistry,SKIP,SKIP,Cisgender,Gay,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,Yes,It's fun,,No,Hungover,1-3,Socially,Cigarettes,"Pre–rolled, large size (Superkings),Roll your own (Rollies)","Marlboro,Amber Leaf",1-2,Yes,,,,,,,,,,,,I have successfully quit,"Marijuana,MDMA/ Ecstasy,Acid/ LSD,Psilocybin",,"Marijuana,MDMA/ Ecstasy,Acid/ LSD,Psilocybin",,"Cocaine (powder),Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin,Amphetamines (speed, ice, uppers, etc),Khat",,,On Special Occasions,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Physical performance",,,,14,23,"Alcohol,Nicotine",,,30,834,849,837,,,,,,,,,,,,,,,,,Other,"Spliff (marijuana with tobacco, rolling paper)",Unsure,Yes,Laced into food,,Unsure,"Dealer,Bumming off a friend",,Can arrange quick delivery,,Text,
2025-05-14 11:23:25,2025-05-14 11:26:43,IP Address,31.94.64.4,100,197,True,2025-05-14 11:26:43,R_2Vmgo677kFuAsQZ,,,,,51.5538,-0.3102,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Postgraduate - Research,Chemistry,First,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Cider",Yes,No,To get drunk,,No,Hungover,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,None of the above,,"None ",,No,,,,,I have not had sex on drugs,23,,Alcohol,,,324,236,,,,,,,,,,,,,,,,,,,Union Building,,,,,,,,,,,,
2025-05-14 11:30:24,2025-05-14 11:32:22,IP Address,82.4.47.54,100,117,True,2025-05-14 11:32:22,R_2vdCl2xhi7HQxHS,,,,,51.5113,-0.2714,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Bioengineering,Fourth,Female,Cisgender,Bisexual,Yes,Every few months,Wine,No,Yes,I like the taste,,Yes,Vomitted,0-1,No,,,,,,,,,,,,,,,,,I have successfully quit,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,I have not had sex on drugs,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 11:33:35,2025-05-14 11:37:11,IP Address,62.56.112.193,100,215,True,2025-05-14 11:37:12,R_2ard2zBNLbHZ3fM,,,,,51.4772,-0.1197,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Bioengineering,Second,Female,Cisgender,Queer,Yes,Fortnightly,"Wine,Spirits,Cider",Yes,Yes,It's fun,,Yes,Blacked out,1-3,Yes,Cigarettes,"Pre–rolled, regular size (Straights)",Sterling,1-2,Yes,,,,,,,,,,,,Yes,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Amphetamines (speed, ice, uppers, etc)",,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD",,"Crack Cocaine,Methamphetamine,Heroin",,,On Special Occasions,,Yes,"To enjoy yourself,To experience something different",,Severe cocaine overdose.,,14,16,"Alcohol,Nicotine",,,290,297,,,,,,,,,,,,,,,,,,,Union Building,"Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,Brownies/ baked goods,,Unsure,"Dealer,Bumming off a friend",,Can arrange quick delivery,,Text,
2025-05-14 11:28:16,2025-05-14 11:37:56,IP Address,146.179.86.154,100,580,True,2025-05-14 11:37:57,R_2tglhnWPW53wCnv,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,JMC,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Spirits,Cider",Yes,No,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Vomitted,15+,No,,,,,,,,,,,,,,,,,No,"Marijuana,Psilocybin",,None of the above,,"Crack Cocaine,Acid/ LSD,Methamphetamine,Heroin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",,Ketamine,On Special Occasions,,No,"To relax/ unwind,To feel good,To experience something different",,,,17,17,Alcohol,,,289,259,,,,,,,,,,,,,,,,,,,Union Building,"Joint (pure marijuana, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",Unsure,Yes,Brownies/ baked goods,,No,"Bumming off a friend,OTHER",Amsterdam coffee shop,,,,
2025-05-14 11:26:41,2025-05-14 11:38:34,IP Address,143.58.250.33,100,712,True,2025-05-14 11:38:34,R_29cRysjihb1pN5q,,,,,51.5088,-0.093,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Medicine,SKIP,Male,Cisgender,Prefer not to say,Yes,2-3 times a week,"Beer,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,It's fun",,Yes,Blacked out,15+,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)","Marlboro,Benson & Hedges,Lambert & Butler,John Player Special (JPS)",1-2,No,Disposable,crystal,bull ice,A few days,,,,,,,,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Smart Drugs (Adderall/Ritalin/ etc.)",,"Marijuana,MDMA/ Ecstasy,Ketamine",,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Mephedrone",,,On Special Occasions,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",,"bugged out at the cinema and had to go home lol ",,16,15,"Alcohol,Nicotine,Other Drugs","Marijuana,Cocaine (powder),Ketamine",,1039,611,314,763,359,221,252,235,297,276,,,,,,,,,,,"Union Building,Dangoor Plaza,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",No,Yes,"Brownies/ baked goods,Gummies",,Unsure,"Prescription,Dealer,Bumming off a friend,Friend",,Can arrange quick delivery,,Text,
2025-05-14 11:34:47,2025-05-14 11:38:47,IP Address,82.132.244.209,100,240,True,2025-05-14 11:38:48,R_2DNTpeKhEu8QBsD,,,,,52.5876,-1.9828,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Geology/ Geophysics,Second,Female,Cisgender,Bisexual,Yes,2-3 times a week,"Spirits,Cider",Yes,Yes,"I like the taste,Because my friends do,To relax",,No,Hungover,4-6,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",,,,Unsure,,,,,I have not had sex on drugs,17,,Alcohol,,,289,285,331,779,1045,588,,,,,,,,,,,,,,,"Union Building,Dangoor Plaza,Prince's Gardens",,,,,,,,,,,,
2025-05-14 11:44:16,2025-05-14 11:50:27,IP Address,149.241.66.116,100,370,True,2025-05-14 11:50:27,R_2zpaJhwah5HfAR6,,,,,51.4203,-0.1175,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,OTHER,Third,Male,Cisgender,Bisexual,Yes,4-6 times a week,"Wine,Spirits,Cider",No,No,"To get drunk,Because my friends do,It's fun",,Yes,Blacked out,13-14,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues)",Marlboro,1-2,No,Disposable,,Blue raz,The battery dies before I finish,,,,,,,,I have successfully quit,"Marijuana,Cocaine (powder),Ketamine,Smart Drugs (Adderall/Ritalin/ etc.)",,"Marijuana,Cocaine (powder),Ketamine",,Heroin,,Mdma,Weekly,,No,"To feel good,To experience something different,Self–medication",,,,18,20,"Alcohol,Nicotine,Other Drugs","Marijuana,Cocaine (powder),Ketamine",,296,309,437,230,,,,,,,,,,,,,,,,,"Union Building,Other","Joint (pure marijuana, rolling paper),Bong",No,Yes,"Brownies/ baked goods,Gummies",,No,"Bumming off a friend,Partner",,,,,
2025-05-14 10:50:37,2025-05-14 11:52:25,IP Address,146.179.86.133,100,3707,True,2025-05-14 11:52:25,R_23dNGV7MG5LOx2J,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,EEE/EIE,First,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Spirits,Cider",Yes,Yes,"To get drunk,It's fun",,Yes,Vomitted,10-12,No,,,,,,,,,,,,,,,,,No,Marijuana,,"Marijuana,OTHER",alcohol,"Crack Cocaine,Nitrous Oxide",,"Shrooms, and maybe molly.",Fortnightly,,No,"To relax/ unwind,To enjoy yourself,To experience something different",,"Smoked too much weed, had a couple beers earlier too, so slightly crossed. High was pretty uncomfortable, like a mild panic attack. And fairly hungover the next day (significantly more so than I would've been off the drinks alone).",,16,18,Alcohol,,,517,562,315,741,,,,,,,,,,,,,,,,,"EEE Building,Dangoor Plaza","Joint (pure marijuana, rolling paper),THC vape (Cart, Penjamins, etc)",Unsure,No,,,Unsure,"Friends dealer,Bumming off a friend,Friend,Parents",,,,,
2025-05-14 12:09:15,2025-05-14 12:10:51,IP Address,5.71.112.251,100,95,True,2025-05-14 12:10:51,R_2k0x5eipHVDrorK,,,,,51.477,-0.1959,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",25+,Postgraduate - Research,Bioengineering,Second,Female,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,None,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 12:10:23,2025-05-14 12:14:00,IP Address,86.9.131.73,100,216,True,2025-05-14 12:14:00,R_2OTSkkuXdjUn4m2,,,,,51.5096,-0.2942,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Mechanical Engineering,Second,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,It's fun",,Yes,Hospitalised,4-6,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Methamphetamine,Heroin,Anabolic Steroids,Benzodiazepines",,I'd try weed,,No,,,,,I have not had sex on drugs,18,,Alcohol,,,1067,772,1180,612,471,927,741,725,298,287,542,587,,,,,,,,,"Union Building,SAF/ RCS,CAGB,Other",,,,,,,,,,,,
2025-05-14 12:23:01,2025-05-14 12:26:30,IP Address,148.252.132.133,100,209,True,2025-05-14 12:26:31,R_2DuUYlEnYhjoVaI,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,JMC,Second,Female,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,No,"I like the taste,To relax",,Yes,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,I have not had sex on drugs,16,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 12:22:17,2025-05-14 12:26:46,IP Address,213.137.138.222,100,269,True,2025-05-14 12:26:46,R_8TK9KdLWlbcj2uZ,,,,,50.8534,4.347,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Postgraduate - Taught,Centre for Environmental Policy,First,Female,Cisgender,Bisexual,Yes,Every few months,"Wine,Spirits,Cider",No,Yes,"To get drunk,Because my friends do",,Yes,Vomitted,0-1,No,,,,,,,,,,,,,,,,,I have successfully quit,"Marijuana,Acid/ LSD,Nitrous Oxide",,"Marijuana,Acid/ LSD",,"Cocaine (powder),Crack Cocaine,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",,psilocybin,Monthly,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication",,"When I took LSD it was extremely intense emotions one after another and I couldn’t sleep for a day afterward ",,18,19,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,"Brownies/ baked goods,Laced into food",,No,"Dealer,Friends dealer,Partner,Friend",,Need to organise in advance,,Text,
2025-05-14 12:50:23,2025-05-14 12:57:11,IP Address,31.14.250.253,100,408,True,2025-05-14 12:57:12,R_2uWggYgl3Zogbfg,,,,,51.4971,-0.0482,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Mechanical Engineering,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Blacked out,4-6,No,,,,,,,,,,,,,,,,,No,"Marijuana,MDMA/ Ecstasy,Smart Drugs (Adderall/Ritalin/ etc.)",,"Marijuana,MDMA/ Ecstasy",,None of the above,,,Weekly,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery",,"Home made edibles badly dosed. I was 15 and it was our first time doing it. 24h later still high because I could not vomit whereas all my friend vomited. One spent the night crying and the other one playing with his own vomit. Great first experience ",,14,15,"Alcohol,Other Drugs","Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",,960,632,1091,604,1039,563,211,784,,,,,,,,,,,,,"Library,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,THC vape (Cart, Penjamins, etc)",No,Yes,"Brownies/ baked goods,Laced into food,OTHER",Infused olive oil on pretty much everything,Unsure,"Dealer,Group chat(s),Friends dealer,Bumming off a friend",,Can arrange quick delivery,,OTHER,Whatsapp
2025-05-14 12:52:05,2025-05-14 12:58:51,IP Address,149.22.232.102,100,406,True,2025-05-14 12:58:52,R_2TZRzA4aNt18v7h,,,,,51.505,-0.1659,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Chemistry,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Blacked out,15+,Yes,"Vapes,Snus/ Nicotine pouches",,,,,Disposable,Crystal,Lemon and lime,A day,More than three daily,>30mg,6 dot,Pablo's,,,,Yes,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD",,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD",,"Crack Cocaine,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,no more,On Special Occasions,,Yes,"To relax/ unwind,To feel good,To enjoy yourself",,Medical tent,,16,16,"Alcohol,Nicotine,Other Drugs",Marijuana,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies",,Unsure,Dealer,,Can arrange quick delivery,,Text,
2025-05-14 13:11:32,2025-05-14 13:17:25,IP Address,45.146.10.113,100,352,True,2025-05-14 13:17:25,R_8OUD0d8HTiTkI5H,,,,,51.4719,-0.1616,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Chemistry,Third,Male,Cisgender,Heterosexual,Yes,Daily,"Beer,Wine,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,To relax,It's fun",,Yes,Blacked out,15+,Yes,Snus/ Nicotine pouches,,,,,,,,,More than three daily,15-30mg,6 dot,Velo,,,,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Psilocybin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Mephedrone",,Qualuudes,Weekly,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication",,,,14,14,"Alcohol,Nicotine,Other Drugs","Marijuana,Ketamine,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",,247,770,356,901,247,238,306,300,322,247,,,,,,,,,,,"Union Building,Library,Chemistry and SECB","Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",,Yes,"Dealer,Group chat(s),Friends dealer,Bumming off a friend,Dark Web,Friend",,Can arrange quick delivery,,Text,
